x	y	cluster	words
-21.52756	42.766846	8	mean
-42.853474	-40.294353	12	stately
11.214627	8.39944	12	exposed
-4.365773	-13.516282	6	hear
-14.923754	-42.90104	19	scorn
35.91857	0.611991	19	foot
19.127949	-2.888299	19	culprit
-9.654217	-14.826392	18	comes
-51.438644	2.1944368	0	fancied
-37.231503	-33.191372	0	exclaimed
-8.755957	-18.084932	10	Will
3.0043619	-14.22752	11	too
22.413353	3.3180568	2	detection
-35.967243	-40.089214	2	whispered
-23.86327	43.251644	2	captivated
-9.387875	57.99436	19	book-room
-8.746141	-31.017443	2	inspires
-12.396396	-43.75118	19	corroborated
-47.626686	11.018362	10	lower
14.315839	-10.33128	2	interruptions
-3.8692546	-1.4389193	10	contracted
-48.490803	-8.909289	12	impudence
1.0186974	-33.601086	12	likeness
-2.712702	-37.774788	12	_our_
-0.21061115	12.58116	19	replies
-49.353626	-21.38241	2	Keep
-48.320034	-6.7670155	0	completely
-4.3829904	0.7610447	18	fifty
38.91182	24.833025	19	incessant
-20.426231	-40.591854	10	envelope
-50.909706	-5.358695	2	saucy
-24.043331	-46.02479	10	mamma
28.6961	21.851736	19	beatings
15.824587	-1.2888106	17	talked
44.664333	33.579937	2	rectory
-4.800943	55.857765	2	skill
41.10568	28.978203	12	imagined
-20.644146	-40.725525	10	BEFORE
-56.650757	-12.257142	8	allow
-38.640675	-28.177303	5	like
-48.409454	-15.627456	10	fetch
4.2880425	-12.990098	19	liberality
21.829851	3.6695347	19	release
16.401161	10.394006	2	authorised
-50.49215	6.971314	19	much_
-29.30399	37.2585	19	Putting
-11.298917	-26.873934	10	ma
52.42223	22.4154	12	unhappily
2.0363998	12.509423	12	guidance
3.1157265	-27.24072	12	facility
0.972007	-0.37419894	12	exclamations
42.275215	16.470446	2	accuse
16.183296	13.770307	0	reach
-26.256449	-38.74142	12	nephews
7.516571	9.961117	5	hope
32.639984	13.239148	12	glimpse
14.738429	-6.1181636	12	oppressed
31.659252	27.228489	2	thorough-bass
33.1554	33.055214	2	pieces
7.0204372	2.044477	19	Sure
22.121153	24.218443	14	bring
1.9564555	-43.763206	12	rationally
9.022991	-18.979893	12	claimed
-17.902967	47.86441	19	handwriting
18.132812	31.760109	19	taller
1.8877205	10.406062	19	self-attracted
24.085375	-8.225612	12	Shall
24.797894	40.18872	3	small
-45.538303	-31.370247	2	deranged
13.794572	10.182864	12	determining
5.2191224	-2.1767478	2	Scarcely
2.7379463	5.961115	10	recommendation
48.524063	26.597614	19	oddity
-10.327251	-45.550854	10	papa
45.108944	28.356602	19	gratification
31.104372	-4.6367564	8	_you_
9.267845	0.7678844	19	wearied
-28.670809	-50.77702	19	victim
19.271248	12.237217	19	picturesque
46.547855	24.56972	19	wavering
16.609074	-13.107765	12	vary
-36.941322	-38.329628	0	elopement
-2.4572344	-6.5999575	8	agreement
35.78806	24.732628	2	thereby
-52.906364	-7.000037	19	barbarously
-12.169834	52.989655	2	forgiven
-26.788042	35.63224	19	defined
34.334095	30.095661	2	class
-0.99247706	-34.33897	12	Most
17.02571	-19.700703	2	straws
-4.8387403	-24.864407	2	61
-8.585673	-19.985056	2	failed
9.474029	-3.067072	2	advantageously
22.035906	-0.95339936	14	attentions
5.3385205	24.03145	10	nay
-44.135143	22.257483	0	memory
11.915634	-23.501753	12	sanctioned
19.351927	30.562092	12	Scotch
49.68789	17.297155	19	goes
-51.27444	-32.16977	2	memories
1.671701	-19.82441	0	_did_
38.15541	10.594561	2	joke
-10.635006	-22.46462	12	named
9.4964	31.370773	14	proud
-6.6661205	-22.923073	19	stored
-36.264782	23.690348	10	ruin
6.4283247	3.3870265	19	misused
-33.85625	-41.892223	8	occasion
28.194403	12.675941	12	roused
25.733646	0.3773904	2	inflict
21.803743	35.692204	12	ill-consequences
33.808987	32.748837	12	destined
31.479383	8.833074	12	lovely
17.385721	-6.2208076	2	communicate
-49.230103	-3.6256773	2	solidity
-9.697258	-45.297604	19	criticise
-27.12524	39.717377	19	conciliate
12.129837	-2.3703432	10	boy
-2.4481585	-31.245829	2	injury
-4.6535068	-42.68754	19	predominate
-53.253628	-18.115616	19	exuberant
45.154224	38.832756	2	British
4.5324974	0.56806123	3	believed
-38.87079	-47.10573	2	_making_
-14.17922	-12.042671	2	inured
12.579551	19.795805	19	epithet
-4.761474	55.61978	19	dispense
19.962381	-0.31784624	14	increased
20.088055	-8.429118	12	agony
-30.606209	-42.265602	19	sermon-making
11.934122	-18.167345	10	uncommon
25.919054	18.05803	2	commended
8.592995	-5.78198	2	polished
-44.740456	-35.20067	2	assented
55.551464	14.874048	19	Adieu
25.18798	-1.3120924	0	amazement
-53.23593	-20.688002	19	luckiest
2.5846708	1.486476	19	Unfortunately
-46.10449	16.25287	10	muslin
-21.553612	42.751114	19	submitted
9.47989	-8.493974	19	tranquil
-22.370304	40.75164	2	sweet-tempered
50.75576	8.109035	8	observed
-35.30873	33.372276	12	cruel
-9.026957	-47.252365	19	Perfectly
42.310917	23.248156	19	Proud
3.912334	-6.8023586	2	brink
-31.59985	-43.76231	18	suffer
-8.372103	-44.222862	2	idleness
37.188084	29.044985	12	uniformly
3.7482226	-29.71362	19	importune
37.024754	39.416004	17	Fitzwilliam
38.713898	17.578922	2	irremediable
6.4146967	-40.91263	0	prospects
-12.360537	-16.558676	18	lose
-3.8214967	55.319702	3	write
-50.2795	7.339055	19	burning
-18.77877	-42.925346	12	safely
-10.496473	-44.595104	0	delicate
8.281195	-15.918791	12	puzzle
0.6355677	14.628615	12	admirable
-54.610943	-11.01708	19	ungraciousness
20.637228	5.5092382	19	Attendance
-14.074712	-47.039513	2	injurious
8.814883	-6.4843454	14	yesterday
-4.17297	-28.249727	2	infamous
25.860304	32.80703	2	burying
24.668552	22.04593	4	been
-48.398705	-6.839875	0	wood
-51.356735	-26.915777	6	since
8.289309	7.522311	19	speaker
26.579403	27.599638	10	covered
-26.722416	39.714134	12	identify
23.701118	14.116238	2	acquaint
3.703374	-12.2448635	19	fetched
-10.491917	53.735867	19	prejudices
0.49319956	10.56905	19	veneration
-15.5362215	-41.123928	12	alternative
-0.75155705	-30.589495	5	cried
-35.110687	32.84559	10	example
-15.4712515	-38.27815	2	flutter
-46.79942	15.020269	0	Wednesday
29.795069	8.45568	6	Meryton
-13.190906	-48.057217	2	acquired
-23.199705	-46.225403	12	Because
22.410608	11.654106	19	premeditation
-20.257092	45.46641	2	eating
2.3519204	-14.928063	10	county
11.212368	17.070196	2	deliberated
0.24324271	2.9449542	2	tend
-4.282292	-6.7784133	12	measures
-43.04284	14.643295	12	Title
-2.5791147	-37.870144	17	At
27.929712	34.19129	13	that
47.215237	21.36132	2	welcoming
-29.082262	39.531548	14	aloud
35.095284	32.32317	12	knighthood
25.255566	25.85622	2	ill-used
27.274893	12.009308	2	detain
-49.187023	-19.321772	19	envying
-54.13125	-6.9058323	0	everyone
-50.552387	6.902651	2	beheld
3.1578672	-10.51561	2	terrific
20.133863	-0.5116098	19	indolent
-12.541475	-41.17107	8	frequently
41.53286	14.1486845	2	sixth
-3.6059206	-30.632515	17	half
-8.511287	-16.610502	18	style
2.2383933	18.466106	2	attachments
-5.6000934	13.384826	19	originated
20.141798	6.308206	2	beloved
0.4447443	-21.863335	2	clergy
-10.512233	57.751003	11	two
-5.711754	-35.75654	12	_little_
-34.66361	-49.85634	2	seasonable
-32.845547	-47.836758	2	augmented
18.151937	7.794146	12	communicated
17.165659	-0.53254765	2	46
-14.882002	-20.665625	2	letter-paper
12.196754	-27.39112	19	courtship
1.6118821	-36.236225	2	repentance
51.01266	37.40135	0	whisper
1.1815526	-34.67324	3	greater
29.36159	24.27362	2	precipitance
-48.548607	6.055406	2	snug
14.515636	-7.1888337	0	eBook
27.189512	30.771732	2	sadly
5.7226377	12.280368	19	quarreled
-12.596015	-37.27771	0	inclined
15.944291	-9.301273	19	rocks
-45.283287	8.930338	18	disgrace
-21.191643	-52.847683	19	performers
29.691788	5.3271265	19	closure
2.996223	-4.785061	12	humiliating
6.7501116	12.914911	19	closet
-45.270885	5.357156	18	Then
-39.217945	-32.822613	2	enlarging
35.56792	-7.2310414	2	perplexity
-6.743882	-34.24197	2	unpleasantly
23.795652	23.42961	0	copying
0.2958101	-37.165882	2	reputed
53.96676	24.731544	2	fearless
2.6773772	9.962529	18	http
-51.715775	-6.8997054	10	owed
11.316106	28.161608	9	an
17.355124	-1.738547	18	relationship
-3.2055204	-18.423435	19	universities
-12.978012	-49.28058	18	extent
-1.8309216	-12.585641	12	45
-44.84013	-26.271164	10	started
-7.023788	-44.3992	6	back
25.984455	32.66061	0	clergyman
18.48143	-5.2347484	10	abominable
38.271263	30.592638	2	aroused
-1.3167641	7.799176	17	amiable
17.353786	-18.626917	19	wind
47.122787	39.955757	2	extractions
12.853294	-6.8867955	19	intervene
-16.258015	-48.76896	2	frankness
39.921234	4.3732758	12	narrow
32.12321	26.638887	2	dispelling
52.28163	11.594013	2	enemy
22.641726	2.6042767	12	imparted
52.121758	17.011831	19	Girls
-29.233192	-51.238136	2	_own_
16.681162	-4.484401	12	sheets
5.891786	1.2513702	12	critical
-23.30927	41.27272	18	judgement
42.167862	3.109536	10	selfish
18.87865	1.6230638	12	leads
24.887754	18.300617	0	fall
-47.489914	16.493536	19	graceful
16.375334	11.904051	12	noise
47.909725	15.087142	13	would
-7.300353	-35.594444	2	final
33.17634	19.148872	5	often
43.71583	7.5412426	19	yawn
47.118233	7.9613676	18	ran
-17.727852	-52.68931	2	Scarborough
9.654654	-31.112497	2	bets
-28.236685	34.6861	10	whilst
-4.5114555	-34.418163	19	eclipsed
0.66406	-20.074806	0	informed
-43.943993	-35.91964	13	very
47.732445	34.96273	12	protection
11.737976	-18.71715	8	Let
-7.1399517	-38.327118	2	withdrawn
-54.374744	-4.3840284	2	propensities
25.410515	-14.074293	2	Annesley
1.1859813	-42.89279	2	hard-heartedness
17.087097	7.4646835	12	rudeness
-50.37394	1.1326802	18	produced
-52.816193	2.818829	0	displeasure
14.597487	25.458305	18	connected
-38.618523	28.28105	12	firmly
13.345738	10.4377775	2	intrusion
15.375205	26.12089	14	affair
-49.492336	-23.900856	14	play
1.6042196	1.2467061	2	tongues
-11.961342	-34.134377	10	resigned
6.0802226	-18.381104	19	curtains
1.4893031	-36.056202	19	exercising
33.540268	9.578139	17	civility
-8.363769	-28.352547	0	draw
-42.954906	21.412312	2	manage
-22.749802	-42.0608	12	guessed
-33.912376	-47.53035	2	blinds
1.7386284	-13.715624	12	judged
41.262337	26.865599	19	suspecting
-5.370842	55.451416	2	jilt
0.51282734	-1.9868807	10	intentions
36.651554	36.447735	2	conscious
-8.250479	53.798916	2	clearing
25.948078	12.152259	4	every
-6.593509	-16.518478	19	waking
53.280945	27.466732	0	waiting
-14.035861	-35.337334	12	propose
19.084442	1.6817862	19	wavered
45.877125	23.785385	2	ill-qualified
0.5000736	-19.677773	18	blame
26.202297	27.686558	8	greatest
-19.592209	-39.727913	12	blessed
2.705503	-8.852079	2	punctual
-50.025963	-9.972608	10	oh
-30.346298	-51.785435	2	Chamberlayne
-44.14072	16.916428	12	fallen
27.442295	24.914076	2	remonstrance
25.365343	29.042513	18	occurred
48.235733	36.73958	12	intellectual
-51.359917	-16.902628	17	business
22.459332	10.933506	19	lifted
22.666948	2.6788237	18	attached
14.504969	3.6786819	12	ponies
19.653093	2.015363	19	conception
47.958702	11.774686	18	ANY
21.299774	12.890824	19	unintelligible
-47.140095	9.30132	0	friendship
22.533169	31.50505	2	softness
18.77514	6.426084	19	miserably
34.769444	37.91358	6	How
19.11397	29.51992	2	employing
-53.356537	-25.157806	14	fortnight
6.632231	19.863901	0	o
-33.467686	31.560823	2	suggesting
1.5442704	-35.82453	12	marks
33.24136	15.504946	12	fortunately
-13.430164	-41.065487	10	BUT
-37.917404	23.761183	16	house
22.484566	18.909494	19	Pulvis
20.855436	24.676643	18	valuable
9.055199	-2.0369303	2	suspend
26.24881	4.0323253	19	advantageous
11.911799	2.7119057	2	civilly
-19.856274	43.043934	12	poverty
-49.484528	-25.678572	0	neglect
42.629177	27.596588	10	affectionately
-14.577335	46.950764	2	junior
-50.039234	7.9620705	19	prompted
24.557451	9.204515	12	keenest
9.313429	6.0596495	19	talker
38.00203	25.517168	10	occupied
6.9966545	-15.338763	19	signal
-52.35761	-12.951289	19	lie
-15.491509	-53.539238	19	Hatfield
-43.97512	5.7572246	3	returned
38.39095	32.152428	2	teased
-15.9503	-25.804068	0	necessarily
-15.283249	46.6117	12	preservative
15.534462	-4.4041424	2	awed
-52.781178	-6.5374465	12	chambermaid
38.187374	3.6342661	19	inhabitants
-2.766295	-15.287527	14	sent
-27.985111	-47.44191	19	meanness
-31.487997	-41.0945	2	upbraiding
-33.110764	-47.46288	19	Clarke
-10.372974	-33.46236	2	someone
-6.1124506	-19.101822	12	odious
-10.248349	-31.160362	0	calm
-24.177576	-53.8726	18	politeness
29.265882	18.982803	14	charming
16.60354	14.948373	10	woody
43.18745	12.542851	19	duel
-47.074463	-39.217365	10	wilful
-38.883106	-32.82771	10	perceive
-35.472378	-42.67442	2	circles
10.693034	-27.487661	3	heart
-13.323913	49.709408	2	choosing
-14.696871	47.656647	2	ennight
-49.101154	-20.619734	8	keep
-32.727875	-44.55793	2	was_
26.93301	40.360794	19	bills
1.848239	-7.714611	12	rapidity
23.707888	20.6418	19	jewels
-30.212152	36.98589	18	beg
30.413414	32.349625	19	mixed
36.01858	25.050707	18	lane
-24.263838	-46.16779	18	wants
-42.362133	-39.539604	19	Goulding
25.643736	-3.1422465	19	Calling
23.966738	27.03581	2	complacency
-39.181915	-32.21425	18	provided
-27.706434	38.37749	19	presumed
-52.19972	-0.8147908	12	grieve
-51.18014	-11.843262	12	fishing
34.992638	-0.162976	19	Howsoever
24.212685	-1.2622699	19	delighting
-25.331217	-50.229824	10	search
33.381557	23.410234	10	deliberation
15.926301	18.137903	19	benches
23.091566	15.738218	19	diffused
-0.8377199	-28.191523	6	leave
-3.7445452	-17.484858	2	lasting
29.56349	-4.6658974	8	meant
-31.764513	-49.420998	12	file
30.077652	22.041018	19	petitioned
10.671899	18.770466	10	Kenilworth
-15.011123	-18.11839	2	seduction
38.182613	25.874577	2	fourthly
-53.070625	6.965158	2	casual
-36.35363	-43.153778	10	publicly
23.788084	31.336903	2	sigh
39.479992	24.144184	17	return
42.96777	26.870382	14	worth
-45.772713	7.6637335	12	soup
47.794777	24.03386	19	domestics
-12.381028	-14.282373	2	latest
-9.8474655	-36.06437	19	P.
-2.1720698	-2.8556802	10	provision
43.995262	21.015034	2	instituted
-38.656754	-34.389812	10	web
-22.020527	-49.670315	12	uniformity
-3.0907254	-36.843758	12	son-in-law
-38.761063	25.639696	0	mortifying
5.204533	2.5920389	8	surprise
-48.271774	11.359598	2	assisting
22.157375	34.163803	2	recalled
22.041811	14.411575	6	character
34.76797	24.439528	19	exaggeration
-17.53754	-38.954315	2	shaken
-1.7497339	-10.310965	2	innocently
-28.949442	-37.65096	19	ensue
-6.9901767	-22.368248	19	renamed
8.91034	-6.888854	12	_mine_
41.191235	40.0205	0	expose
-8.211652	-23.675997	12	impulse
-53.528564	-12.803695	2	overlooked
-27.574074	-44.03269	8	forth
12.750735	1.1594583	2	commendations
12.465852	-27.418446	2	Again
-10.183399	-1.04725	14	Caroline
41.711716	20.648668	12	conclude
16.336075	21.114996	2	cry
17.200567	33.73068	12	lasted
-6.6079583	-9.379165	12	horrid
-48.83029	-0.8891062	19	Words
24.274174	3.5207853	10	punctually
-42.394722	16.879215	2	prejudiced
-12.793105	52.032295	10	putting
27.89677	41.39426	14	composure
40.15116	35.362312	12	dropt
-27.11547	33.53195	19	Obstinate
-13.536846	-39.512512	2	alas
37.468483	28.951767	0	safe
32.081047	27.049406	2	Little
47.887596	30.209332	12	dead
-48.306034	-33.47165	19	faultless
-50.53235	-22.759388	3	ought
-0.66734016	2.516158	10	_You_
23.78	32.01809	12	balm
5.622701	12.584366	19	unhappiness
35.89847	11.84308	10	cross
8.96953	21.745708	0	accompanied
8.474193	15.360604	12	visited
1.9721003	-2.7399004	0	source
20.167028	15.269658	19	coincidence
-45.53756	15.84888	16	came
-31.580778	34.37766	10	showing
39.17449	1.2236879	19	mortifications
30.390123	19.309338	2	carelessness
13.591688	13.285723	2	reproofs
22.09607	-7.0060134	10	refusing
-13.97698	-47.444633	2	main
-17.877771	-36.571518	19	appointment
-14.167164	-52.332756	8	particulars
46.26975	32.80785	19	tens
-16.31208	51.03743	3	wished
8.53408	29.718018	16	manner
41.27384	21.605064	19	embargo
9.560489	0.18745743	12	refreshment
5.4367657	12.499378	19	impulses
40.769688	10.571336	19	gamester
10.301196	-15.094876	10	entreaty
44.072266	34.781887	2	jumps
-43.938416	-40.619225	12	Refund
47.965843	38.423088	2	hesitated
52.30653	18.443317	2	volubility
7.315669	18.508738	10	quarter
51.21363	35.14434	0	peace
-8.044068	-21.044039	12	bathing-place
7.692271	-18.949257	2	_frankness_
14.867438	1.1690015	19	Accordingly
48.293266	24.294632	19	waived
-39.916195	25.317284	2	subsequent
0.0774826	-36.073845	14	dislike
11.74183	23.745079	12	novelty
0.0136405695	-30.664309	12	shows
35.10814	27.665077	2	innocent
14.298898	6.5482755	18	excessively
-9.29718	-1.6647307	19	exception
-53.85532	-19.008894	10	reflect
23.698881	10.584555	0	distributed
39.66737	20.852966	2	suited
-35.495216	24.279146	8	easy
-31.987799	-45.030354	2	impunity
-10.171237	57.783417	10	proceeding
13.407201	-18.999224	19	riding
-13.996003	-34.391174	2	pauses
-4.6973667	8.12822	19	residing
0.5184477	-45.316982	3	carriage
43.556564	30.079046	18	education
-17.223928	-33.782097	0	front
2.9127488	-21.96711	19	piling
37.84801	12.169447	19	arrear
11.350175	24.050877	10	eat
-20.355215	44.347687	2	requesting
-36.229523	-41.768284	0	happiest
-8.8363085	-15.415622	19	devoting
-53.445877	-11.82285	0	error
20.10675	15.272539	12	disengaged
5.648208	23.252562	2	pretended
-41.218933	22.285723	4	other
-10.112423	53.522263	0	fortunate
24.265085	14.056111	2	improvements
-46.823765	-29.84012	19	charity
-42.970253	-34.200676	19	pin-money
19.04148	-19.96188	0	LICENSE
10.918816	1.2392234	2	discontinuance
0.100720435	-15.269625	19	apparel
28.590961	19.832407	19	frankly
-35.985653	26.648926	0	preference
-7.743813	-49.616566	19	scarce
45.04807	27.296734	0	remarks
-32.3193	-36.111237	19	York
-14.240968	-42.950085	12	Lane
-38.66626	-33.201633	19	fine-looking
42.225475	6.7038836	2	_felt_
-43.43037	-23.054081	2	unavailing
46.003464	6.900194	19	Whilst
12.791852	-21.528807	14	standing
-22.11379	42.905083	2	rebuke
47.907978	19.069185	14	listened
-33.656185	-39.59601	19	merits
7.374102	21.203136	10	reaching
-36.41661	-49.551895	0	recollections
46.395317	36.174927	10	date
37.455566	18.81551	3	impossible
4.6060677	-8.421794	19	astonish
13.780826	-4.9164486	17	friends
0.85923135	-43.35583	2	vigour
-44.738148	-30.485567	10	passion
21.655222	23.052677	19	societies
54.699123	32.447563	19	constitution
-36.132504	23.915594	19	overbearing
-49.04095	-13.930502	19	forgetfulness
-2.584203	-11.227795	19	individually
25.692503	-4.1123805	8	happened
34.608906	0.76599056	12	cease
17.700476	14.096851	0	George
-7.10991	54.243614	2	_violent
45.82705	29.922358	2	revived
-29.20103	-48.610676	0	splendid
-34.148674	33.126175	0	difference
25.851793	18.260244	10	email
-26.124523	-48.529373	19	retail
-53.33242	1.7553698	19	belonged
-2.1770258	-15.222219	19	Forgive
46.944603	35.339935	2	roads
-52.319717	-29.18321	19	talent
-36.50336	23.168602	17	regard
-11.224526	57.67586	12	requested
12.8953285	30.241013	2	grand
9.784463	3.2397735	2	imposing
6.282966	-24.826841	2	shorten
-51.561367	-8.283917	19	caused
-44.386566	21.925146	10	descended
20.923332	2.8958697	3	handsome
-39.871277	-42.844833	18	respectable
47.048107	27.373245	12	abruptness
-42.21125	-45.280037	10	extended
20.346384	-4.168588	10	self-denial
-11.269229	-26.108837	12	saloon
-15.260772	-35.49142	19	jumped
10.62265	-22.85359	12	pure
33.32927	20.546389	12	hill
-36.6857	-46.250122	12	accusations
-7.924178	-34.431385	0	effort
-43.81587	18.408941	19	advertised
-32.79321	-40.0216	12	mansion
29.774986	17.722178	19	expostulation
24.110712	39.289158	2	dictated
-47.66891	-27.260736	2	confiding
41.688576	12.442447	12	ingenuity
-11.557065	-14.285261	0	efforts
33.70537	30.318954	12	_make_
-53.092724	-2.3595011	2	February
-39.925053	26.346651	0	sacrifice
-14.034148	-51.637318	2	hastening
22.320705	-2.3828855	12	48
19.332024	16.67358	19	circulating
-19.150845	-43.33987	2	attracted
-17.04942	-32.164673	12	punishment
9.472545	31.182293	2	sports
-17.532887	48.12045	19	over-rated
35.55031	27.268435	18	colour
-53.47965	-26.641312	19	Ignorant
-52.314972	-16.84508	19	Before
-2.291822	-33.318104	19	warmest
-7.694922	-23.471731	2	frost
21.781927	31.480497	10	bordered
-46.557007	-31.792702	19	insulted
46.371796	20.929192	2	blacken
-19.154812	-52.350418	10	INCIDENTAL
1.8406305	-13.135356	2	decease
23.979738	6.883263	19	fixing
-2.0755045	-36.120808	10	announce
-52.286175	-8.338182	19	doubly
23.68046	14.126507	6	received
-6.124276	-36.64317	19	brightened
-15.857634	46.319557	19	Morris
-45.248917	-39.531696	12	boundary
-33.518116	-47.84351	19	realised
-11.697819	-38.655693	14	taste
-5.044367	-15.034934	19	dissipation
-30.425848	35.53119	2	Sometimes
37.43347	3.4220462	19	aspire
53.150265	24.61782	19	Probably
39.72999	30.875034	8	importance
30.897253	35.15846	0	youth
-2.8809853	-24.323538	12	rapid
-8.227808	-12.5229225	10	measure
-47.75957	-27.722542	12	gardener
-6.0556617	-23.586496	19	guests
-53.987415	-2.2964838	19	presuming
17.084448	15.195676	18	nearly
6.037402	-35.869286	12	burst
-47.904205	-32.188046	14	duty
-30.732466	-37.21435	19	fluently
-48.82891	6.4634767	19	dictate
-46.487076	-21.676544	19	Choose
48.922916	16.209536	2	vent
10.787726	3.9931023	19	referred
8.9868145	-16.397764	12	rejected
-29.675604	37.606853	18	partial
-7.3659434	-3.8650615	0	pursue
12.329233	-4.1633816	18	seldom
-8.631299	-39.596523	12	Right
2.6813183	-27.774895	0	thrown
16.120163	6.2947607	0	distribution
-41.637527	25.857433	0	contents
24.856405	20.190853	2	Was
-10.868623	-34.63646	19	64-6221541
1.2071828	-32.22099	14	reading
34.871464	12.307263	12	result
-16.943815	-32.625324	2	condole
24.530699	0.35644078	19	emphatically
-5.9207835	55.93239	18	hint
26.490686	-3.7667444	12	comparative
-50.298744	8.796773	19	correspondents
-51.111958	-14.710826	12	inferior
-19.893377	-45.155975	18	proceeded
-37.86877	-48.47189	19	Care
33.64218	28.485405	12	animated
-6.669071	-14.018453	18	prove
-2.5993538	14.53655	2	subsided
26.24776	26.722803	0	persons
12.079577	-28.513708	12	studies
-7.635749	57.055355	12	opportunities
-2.0473905	-13.620599	2	bandbox
18.94763	25.420673	12	persist
-47.686615	14.947665	10	attend
-21.711502	-37.1604	2	nowadays
40.509872	7.785456	2	shifting
-39.967674	-32.552296	12	larder
-47.807407	-23.760881	12	execution
3.1068332	-22.20823	7	think
-32.496475	-46.043045	12	aloof
45.69759	32.46195	6	either
-44.463398	18.846605	14	concerned
3.2704914	-26.45312	19	proverb
-12.906383	-19.772053	10	modern
-23.334335	45.85031	2	inevitably
5.6649537	12.799152	19	supplication
7.7036734	21.16763	12	conjecture
-4.2804523	-29.335997	19	tanned
-41.511913	22.923943	0	triumph
28.105242	23.089497	2	distractedly
-17.40601	49.270206	2	e-mail
-0.6051566	-46.256805	12	congenial
-51.943123	-30.07617	17	Your
50.434086	31.099703	19	superseded
40.548153	10.7019	10	excessive
50.065014	30.273043	10	mistake
-50.404606	-17.553171	19	moralize
-37.21005	24.84162	2	apartments
-6.2243114	-11.478257	12	organized
-26.15478	39.14555	10	HAVE
-48.26147	-8.825899	2	handsomer
21.240961	33.592896	19	housemaids
45.880108	26.1277	10	morrow
-2.4585497	-7.1445994	2	pressingly
-54.217022	-14.909968	12	denoted
9.578832	-19.172892	2	incautiously
23.033949	6.391225	18	org
23.985933	26.251951	2	threats
-2.2711732	-33.20504	19	ill-treatment
25.385307	4.7500796	10	legal
2.977229	-8.295515	19	exert
14.062477	15.3462715	10	secondly
-34.343266	-41.525707	2	demanding
-22.013048	41.64897	18	justice
-9.745336	-0.08932819	2	impelled
35.921177	0.6587466	19	Letters
-45.088066	11.59824	4	after
-0.6423859	-25.267416	0	admitted
-53.030746	6.6822577	2	restless
-39.47898	23.42754	19	naming
8.876813	-26.667023	19	Hope
2.3417687	-6.1071568	17	visit
4.9874115	5.1899247	2	magnitude
-47.530262	7.443172	12	Since
51.492733	26.146126	19	unshaken
33.083168	3.6537638	19	Nonsense
3.2947247	-38.787735	2	Pratt
-5.480674	-44.897846	19	authorise
37.76751	34.473465	18	instrument
-48.161057	-2.8540761	19	boxes
30.024609	8.471008	13	as
-45.250847	-37.237343	10	Widger
-40.137028	-28.347425	2	incomplete
20.250341	-0.35593525	0	mercenary
-6.766852	-25.705395	6	part
11.801718	-1.6530567	19	morality
-37.328693	29.880182	14	formed
21.847965	-0.72198707	0	discourse
11.399097	3.2395313	19	doubtingly
-14.305106	-45.27779	10	houses
22.66848	30.691252	0	hurt
-2.586502	-28.773157	8	convinced
27.36359	2.6737735	2	quarrelsome
-11.8416395	53.49176	10	EXCEPT
36.40634	33.96682	19	generously
-38.419487	29.266588	0	stood
30.195593	37.32535	12	tempt
-3.3923242	-24.836317	12	exceeded
3.5449624	-11.858991	2	blow
-7.21068	-1.1061027	19	motion
15.507041	-4.215776	0	improvement
-3.096465	-28.67377	14	open
41.74102	34.648315	19	informs
12.316476	33.42952	0	About
18.575304	3.508319	10	yield
-6.1216407	-1.956267	2	bearing
-42.572033	17.876488	19	expence
-29.586039	-42.364704	8	degree
47.18411	27.894857	10	eligible
-37.30898	-45.812984	2	undergone
8.995424	-8.478907	2	unknowingly
31.353077	0.84410787	2	cassino
-14.115178	-53.270817	17	To
35.45145	14.094959	2	sharp
22.637014	19.268894	8	instead
0.05850386	-7.0944743	19	satirical
-31.681673	-37.291092	19	preside
10.651991	-0.052102163	19	fundraising
27.975021	20.012476	10	ridicule
-3.5216255	-4.1386557	2	reasoning
-2.4304821	7.7418184	10	2019
43.17621	31.645643	2	.
-10.225842	51.571415	12	seized
-32.225365	36.819855	2	thankfully
-39.64236	-41.076725	19	Recovering
-43.760265	-44.38776	2	indistinctly
-51.196907	-22.997849	2	personages
-13.366431	-25.685154	2	songs
10.966148	-12.348631	8	3
-14.220139	51.283775	18	worse
5.1914716	5.4632335	12	condescended
-15.252545	-35.319412	19	comprise
33.62215	6.66268	7	shall
31.18031	23.81784	2	regardless
-46.467976	-15.437451	19	agonies
-51.485184	-6.213036	0	placed
33.25288	41.360207	2	retaliate
-31.740255	35.212814	12	relative
-18.318277	-49.580902	14	recollected
-4.1861324	-11.153111	14	hour
0.2984363	-7.8229384	10	village
-23.076666	-43.326912	18	FOR
-42.78411	-44.5464	19	tea-time
-39.312305	27.776937	12	contrivance
14.778481	9.179265	14	wanted
46.127117	31.180948	2	converse
41.834187	-1.1134704	19	footstool
17.794228	-3.7648296	12	James
43.036835	12.059753	19	zip
-49.76769	-30.97635	10	useful
9.961679	11.513051	19	exclude
-47.711937	14.88462	0	wretched
36.704678	19.383263	19	manoeuvre
-23.18689	-49.772984	0	hills
-12.246218	-34.265007	18	scheme
14.331996	-19.176926	10	thanked
-15.7506075	46.187725	2	Newcastle
31.340345	11.359579	2	edge
8.619965	-10.190395	2	obsequious
-14.021293	-30.733778	19	retort
-35.201965	-40.46708	12	consolatory
41.653156	40.46848	16	room
